('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         700029 function calls (681064 primitive calls) in 7.116 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      200    0.000    0.000    0.000    0.000 os.py:698(__iter__)
        3    0.000    0.000    0.013    0.004 response.py:1(<module>)
      246    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.046    0.046 adapters.py:1(<module>)
      313    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
      188    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       19    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        2    0.000    0.000    1.143    0.571 client.py:311(begin)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
        4    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
       17    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       24    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2223(__init__)
       24    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
       12    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.046    0.046 sessions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f3137bd4430}
      203    0.000    0.000    0.000    0.000 os.py:759(decode)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       10    0.000    0.000    0.004    0.000 enum.py:536(_convert_)
       19    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
       10    0.000    0.000    0.003    0.000 structures.py:40(__init__)
       23    0.000    0.000    0.001    0.000 _collections_abc.py:821(get)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.016    0.016 connectionpool.py:1(<module>)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
       48    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        1    0.000    0.000    0.105    0.105 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        2    0.000    0.000    1.317    0.659 adapters.py:613(send)
       49    0.000    0.000    0.000    0.000 typing.py:947(__init__)
       40    0.000    0.000    0.000    0.000 _collections.py:300(add)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f3137b73910}
       41    0.000    0.000    0.202    0.005 response.py:1044(stream)
        2    0.000    0.000    0.000    0.000 response.py:577(__init__)
      389    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       51    0.000    0.000    0.001    0.000 typing.py:664(__init__)
        1    0.000    0.000    0.003    0.003 sessions.py:390(__init__)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.017    0.017 ssl_.py:1(<module>)
        2    0.000    0.000    1.315    0.657 connectionpool.py:377(_make_request)
        2    0.000    0.000    1.315    0.658 connectionpool.py:592(urlopen)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1908(__init__)
        1    0.000    0.000    0.019    0.019 socket.py:938(getaddrinfo)
        6    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
       36    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      186    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       12    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.064    0.064 connection.py:192(_new_conn)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1488(__init__)
        1    0.000    0.000    0.014    0.014 sessions.py:457(prepare_request)
       48    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
      200    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        5    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       52    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 connection.py:369(request)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
      158    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      185    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        6    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
      113    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       10    0.000    0.000    0.000    0.000 client.py:1239(putheader)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.032    0.032 css_parser.py:418(CSSParser)
       22    0.000    0.000    0.000    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
      173    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
    68/37    0.000    0.000    0.003    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    1.543    1.543 api.py:62(get)
       48    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
      201    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        2    0.000    0.000    0.003    0.002 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        2    0.000    0.000    0.001    0.000 _collections.py:141(clear)
       19    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       54    0.000    0.000    0.000    0.000 re.py:269(escape)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       42    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.015    0.015 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
       19    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
       25    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.009    0.009 compat.py:1(<module>)
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.004    0.002 __init__.py:71(search_function)
        1    0.000    0.000    0.002    0.002 ssl_.py:219(create_urllib3_context)
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
       81    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:323(prepare_markup)
      184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.007    0.007 css_match.py:1(<module>)
      136    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    1.543    1.543 api.py:14(request)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
        6    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
       24    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      109    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       20    0.000    0.000    0.000    0.000 parse.py:168(hostname)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        1    0.000    0.000    0.007    0.007 cd.py:1(<module>)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.054    0.027 api.py:1(<module>)
      146    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        5    0.000    0.000    0.204    0.041 models.py:890(content)
        2    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
        1    0.000    0.000    1.540    1.540 sessions.py:500(request)
        1    0.000    0.000    0.002    0.002 models.py:409(prepare_url)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        4    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
       54    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
        1    0.000    0.000    0.036    0.036 dammit.py:1(<module>)
      158    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
       24    0.000    0.000    0.000    0.000 os.py:755(encode)
        2    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
       22    0.000    0.000    0.000    0.000 parse.py:209(_hostinfo)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.001    0.001 csv.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
       84    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
    27/24    0.000    0.000    0.001    0.000 typing.py:401(__getitem__)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
    41/22    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
       19    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.097    0.097 element.py:1(<module>)
        1    0.000    0.000    0.003    0.003 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       40    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.006    0.006 netrc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:840(items)
        5    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       13    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        5    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        3    0.000    0.000    0.015    0.005 element.py:2013(find_all)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
       95    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       25    0.000    0.000    0.000    0.000 threading.py:359(notify)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:768(close)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       46    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
       14    0.000    0.000    0.011    0.001 css_parser.py:1135(process_selectors)
        2    0.000    0.000    0.001    0.000 adapters.py:536(close)
       89    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        2    0.000    0.000    0.010    0.005 parser.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
       26    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
      158    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        2    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       56    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       71    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       20    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.003    0.003 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.015    0.015 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        8    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        2    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
        3    0.000    0.000    0.000    0.000 client.py:417(close)
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.023    0.023 _base_connection.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        5    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 readers.py:12(__init__)
        3    0.000    0.000    0.000    0.000 element.py:2155(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        2    0.000    0.000    0.001    0.001 poolmanager.py:330(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.037    0.037 formatter.py:1(<module>)
        2    0.000    0.000    1.143    0.572 client.py:1331(getresponse)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
       52    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       23    0.000    0.000    0.000    0.000 util.py:19(to_str)
        6    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1231(deepvalues)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1361(add_cookie_header)
        2    0.000    0.000    0.000    0.000 ssl.py:1255(sendall)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        2    0.000    0.000    0.001    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.002    0.002 utils.py:900(default_headers)
       50    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
      106    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        6    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        6    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
        1    0.000    0.000    0.001    0.001 certs.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       36    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.105    0.105 ssl_.py:390(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.102    0.102 ssl.py:507(wrap_socket)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        4    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        7    0.000    0.000    0.003    0.000 _internal_utils.py:25(to_native_string)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
       19    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        2    0.000    0.000    0.000    0.000 client.py:248(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        6    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       42    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       96    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.007    0.007 feedparser.py:1(<module>)
       20    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:228(BytesQueueBuffer)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:636(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
      139    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
       25    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        2    0.000    0.000    0.001    0.000 poolmanager.py:267(clear)
       12    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        2    0.000    0.000    0.000    0.000 socket.py:679(__init__)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        2    0.000    0.000    0.001    0.001 adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        4    0.000    0.000    0.000    0.000 typing.py:1154(__subclasscheck__)
       26    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
